latitude	longitude	distance_meters
34.912161900000001	33.604270200000002	0.00000000000000
34.912083155354587	33.604082364452537	19.26055684703018
34.912004410709173	33.603894528905073	38.52111369406035
34.911991370792144	33.603705524141944	57.78167054109053
34.912065546442527	33.603514967377762	77.04222738812071
34.912139722092917	33.603324410613574	96.30278423515088
34.912205695180788	33.603131676705011	115.56334108218107
34.912203795570157	33.602920927857348	134.82389792921123
34.912201895959527	33.602710179009684	154.08445477624142
34.912199996348896	33.602499430162027	173.34501162327160
34.912198096738265	33.602288681314363	192.60556847030176
34.912121371028874	33.602138311150455	211.86612531733195
34.911962040027362	33.602054596857847	231.12668216436214
34.911802709025849	33.601970882565240	250.38723901139230
34.911643378024344	33.601887168272633	269.64779585842246
34.911484047022832	33.601803453980025	288.90835270545267
34.911324716021319	33.601719739687418	308.16890955248283
34.911165385019814	33.601636025394811	327.42946639951299
34.911170721005369	33.601482464924146	346.69002324654321
34.911252432948721	33.601296508350039	365.95058009357336
34.911334144892066	33.601110551775932	385.21113694060352
34.911306394171135	33.600972106149065	404.47169378763374
34.911146083037494	33.600891196768146	423.73225063466390
34.911068511499010	33.601048400525713	442.99280748169406
34.911004366981651	33.601244245397432	462.25336432872427
34.910940222464291	33.601440090269151	481.51392117575443
34.910876077946931	33.601635935140862	500.77447802278459
34.910811933429571	33.601831780012581	520.03503486981481
34.910747788912211	33.602027624884300	539.29559171684491
34.910683644394858	33.602223469756019	558.55614856387513
34.910619499877498	33.602419314627738	577.81670541090534
34.910555355360138	33.602615159499457	597.07726225793544
34.910491210842778	33.602811004371176	616.33781910496566
34.910427066325418	33.603006849242888	635.59837595199588
34.910362921808058	33.603202694114607	654.85893279902598
34.910298777290699	33.603398538986326	674.11948964605619
34.910234632773346	33.603594383858045	693.38004649308641
34.910170488255986	33.603790228729764	712.64060334011651
34.910106343738626	33.603986073601483	731.90116018714673
34.910042199221266	33.604181918473202	751.16171703417695
34.909978054703906	33.604377763344921	770.42227388120705
34.909910167883339	33.604570751426508	789.68283072823726
34.909792558286533	33.604725782258654	808.94338757526748
34.909674948689727	33.604880813090809	828.20394442229758
34.909608526136836	33.605049710191601	847.46450126932780
34.909660683421166	33.605250729871734	866.72505811635801
34.909712840705488	33.605451749551868	885.98561496338812
34.909764997989818	33.605652769232002	905.24617181041833
34.909817155274141	33.605853788912135	924.50672865744855
34.909874139981682	33.606051343196910	943.76728550447865
34.909994117150106	33.606203677957325	963.02784235150887
34.910114094318537	33.606356012717740	982.28839919853897
34.910234071486961	33.606508347478155	1001.54895604556918
34.910354048655392	33.606660682238562	1020.80951289259940
34.910474025823817	33.606813016998977	1040.07006973962962
34.910403210827305	33.606938424389021	1059.33062658665972
34.910257643806247	33.607053281684138	1078.59118343368982
34.910169257565364	33.607223344901485	1097.85174028072015
34.910109835844352	33.607421372288385	1117.11229712775025
34.910068936784327	33.607624552783570	1136.37285397478036
34.910051387297898	33.607834229261243	1155.63341082181068
34.910033837811469	33.608043905738917	1174.89396766884079
34.910062953528801	33.608251139773813	1194.15452451587089
34.909975950023245	33.608422134463574	1213.41508136290122
34.909867403223338	33.608586618574080	1232.67563820993132
34.909772944082718	33.608758651088522	1251.93619505696142
34.909745980983168	33.608966849112917	1271.19675190399175
34.909748733766776	33.609165019500871	1290.45730875102186
34.909860341436591	33.609326456764741	1309.71786559805196
34.909971949106406	33.609487894028618	1328.97842244508229
34.910083556776229	33.609649331292495	1348.23897929211239
34.910160572881146	33.609836837879357	1367.49953613914249
34.910213264651844	33.610036149464513	1386.76009298617282
34.910243949338245	33.610243588088302	1406.02064983320292
34.910274634024653	33.610451026712092	1425.28120668023303
34.910312307751227	33.610656283354864	1444.54176352726336
34.910367875103319	33.610855953600904	1463.80232037429346
34.910423442455411	33.611055623846951	1483.06287722132356
34.910458511706082	33.611257934264763	1502.32343406835389
34.910438695886086	33.611467313923328	1521.58399091538399
34.910418880066096	33.611676693581899	1540.84454776241409
34.910372090478013	33.611877828380344	1560.10510460944442
34.910307864699348	33.612073633595173	1579.36566145647453
34.910285978530744	33.612279723773028	1598.62621830350463
34.910283190350675	33.612490453155289	1617.88677515053496
34.910280402170599	33.612701182537556	1637.14733199756506
34.910300808753348	33.612908791328998	1656.40788884459516
34.910341540602566	33.613113665587626	1675.66844569162549
34.910288763256283	33.613306404597125	1694.92900253865560
34.910213275468450	33.613496196336428	1714.18955938568570
34.910069597366110	33.613611055822290	1733.45011623271603
34.909921519426973	33.613721080461900	1752.71067307974613
34.909773441487836	33.613831105101511	1771.97122992677623
34.909625363548699	33.613941129741121	1791.23178677380656
34.909477285609562	33.614051154380732	1810.49234362083666
34.909329207670424	33.614161179020343	1829.75290046786677
34.909181129731287	33.614271203659953	1849.01345731489710
34.909033051792150	33.614381228299564	1868.27401416192720
34.908884973853013	33.614491252939175	1887.53457100895730
34.908717973488145	33.614539093574670	1906.79512785598740
34.908581676226689	33.614669638029632	1926.05568470301773
34.908455884466242	33.614812212220642	1945.31624155004783
34.908356471101030	33.614984992027871	1964.57679839707794
34.908257057735817	33.615157771835108	1983.83735524410827
34.908157644370604	33.615330551642337	2003.09791209113837
34.908104619787949	33.615527984976708	2022.35846893816847
34.908067468169449	33.615733854069276	2041.61902578519880
34.908041172630654	33.615939586620534	2060.87958263222890
34.908081830387317	33.616144477073078	2080.14013947925923
34.908122488143988	33.616349367525629	2099.40069632628911
34.908163145900659	33.616554257978180	2118.66125317331944
34.908227538640169	33.616749695498065	2137.92181002034977
34.908294778048052	33.616943999275215	2157.18236686737964
34.908362017455929	33.617138303052364	2176.44292371440997
34.908432880055500	33.617330591758922	2195.70348056144030
34.908510204434066	33.617519286689074	2214.96403740847018
34.908551266080345	33.617713193753616	2234.22459425550051
34.908512381125220	33.617918591745756	2253.48515110253084
34.908357628336290	33.618005190286901	2272.74570794956071
34.908197313449818	33.618086086001711	2292.00626479659104
34.908036998563347	33.618166981716520	2311.26682164362137
34.907904531532544	33.618299049288062	2330.52737849065124
34.907780331826558	33.618446308491087	2349.78793533768157
34.907651204917656	33.618586020292760	2369.04849218471190
34.907504726201950	33.618699152906899	2388.30904903174178
34.907377742342831	33.618837081631533	2407.56960587877211
34.907277807466663	33.619009414793418	2426.83016272580244
34.907177872590502	33.619181747955295	2446.09071957283231
34.907077937714341	33.619354081117180	2465.35127641986264
34.906978002838173	33.619526414279058	2484.61183326689297
34.906878067962012	33.619698747440943	2503.87239011392285
34.906778133085844	33.619871080602820	2523.13294696095318
34.906678198209683	33.620043413764698	2542.39350380798351
34.906578263333522	33.620215746926583	2561.65406065501338
34.906432284946348	33.620311904383286	2580.91461750204371
34.906316907052371	33.620449791821621	2600.17517434907404
34.906233174343384	33.620634407544173	2619.43573119610392
34.906149441634390	33.620819023266726	2638.69628804313425
34.906065708925397	33.621003638989286	2657.95684489016458
34.905981976216410	33.621188254711839	2677.21740173719445
34.905921002320149	33.621382452576732	2696.47795858422478
34.905892575792969	33.621590353859581	2715.73851543125511
34.905785694343585	33.621750965279119	2734.99907227828498
34.905666427316099	33.621904111108485	2754.25962912531531
34.905547160288606	33.622057256937858	2773.52018597234564
34.905427893261120	33.622210402767223	2792.78074281937552
34.905308626233627	33.622363548596589	2812.04129966640585
34.905204091801544	33.622528497795685	2831.30185651343618
34.905124859150803	33.622713881444120	2850.56241336046605
34.905007969822357	33.622869703858463	2869.82297020749638
34.904891080493911	33.623025526272805	2889.08352705452671
34.904774191165473	33.623181348687147	2908.34408390155659
34.904657301837027	33.623337171101483	2927.60464074858692
34.904523283435012	33.623470073244256	2946.86519759561725
34.904384168979917	33.623596156400573	2966.12575444264712
34.904364745475178	33.623613760443114	2985.38631128967745
34.904503859930266	33.623487677286789	3004.64686813670778
34.904640981459508	33.623358927412873	3023.90742498373766
34.904757870787947	33.623203104998538	3043.16798183076799
34.904874760116392	33.623047282584196	3062.42853867779831
34.904991649444838	33.622891460169853	3081.68909552482819
34.905108538773284	33.622735637755518	3100.94965237185852
34.905194440782012	33.622555489684530	3120.21020921888885
34.905291973875876	33.622384931196564	3139.47076606591872
34.905411240903369	33.622231785367191	3158.73132291294905
34.905530507930855	33.622078639537825	3177.99187975997938
34.905649774958349	33.621925493708460	3197.25243660700926
34.905769041985835	33.621772347879087	3216.51299345403959
34.905888309013328	33.621619202049722	3235.77355030106992
34.905917033338021	33.621411480268719	3255.03410714809979
34.905970285248209	33.621214031216233	3274.29466399513012
34.906054017957203	33.621029415493680	3293.55522084216045
34.906137750666190	33.620844799771120	3312.81577768919033
34.906221483375184	33.620660184048567	3332.07633453622066
34.906305216084178	33.620475568326015	3351.33689138325099
34.906409189367395	33.620320840477582	3370.59744823028086
34.906564310178616	33.620239808509439	3389.85800507731119
34.906664245054777	33.620067475347554	3409.11856192434152
34.906764179930946	33.619895142185676	3428.37911877137140
34.906864114807107	33.619722809023791	3447.63967561840172
34.906964049683268	33.619550475861914	3466.90023246543205
34.907063984559436	33.619378142700029	3486.16078931246193
34.907163919435597	33.619205809538151	3505.42134615949226
34.907263854311765	33.619033476376273	3524.68190300652259
34.907363789187926	33.618861143214389	3543.94245985355246
34.907484274480900	33.618714948762666	3563.20301670058279
34.907630753196607	33.618601816148526	3582.46357354761312
34.907762990756019	33.618466869185710	3601.72413039464300
34.907887190462006	33.618319609982684	3620.98468724167333
34.908014615001868	33.618178276576565	3640.24524408870366
34.908174929888339	33.618097380861755	3659.50580093573353
34.908335244774811	33.618016485146946	3678.76635778276386
34.908495559661283	33.617935589432136	3698.02691462979419
34.908545836866608	33.617741871929958	3717.28747147682407
34.908521000655298	33.617545632742534	3736.54802832385440
34.908443676276733	33.617356937812382	3755.80858517088427
34.908371405588582	33.617165432226933	3775.06914201791460
34.908304166180699	33.616971128449784	3794.32969886494493
34.908236926772823	33.616776824672634	3813.59025571197481
34.908169687364939	33.616582520895484	3832.85081255900513
34.908128164880665	33.616377974838038	3852.11136940603546
34.908087507123994	33.616173084385487	3871.37192625306534
34.908046849367331	33.615968193932936	3890.63248310009567
34.908062280968466	33.615762598021824	3909.89303994712600
34.908099432586965	33.615556728929256	3929.15359679415587
34.908143764030349	33.615354675586921	3948.41415364118620
34.908243177395562	33.615181895779685	3967.67471048821653
34.908342590760775	33.615009115972455	3986.93526733524641
34.908442004125995	33.614836336165226	4006.19582418227674
34.908562646065498	33.614687864969738	4025.45638102930707
34.908698943326954	33.614557320514770	4044.71693787633694
34.908861843010271	33.614498751170252	4063.97749472336727
34.909012376783565	33.614396590212230	4083.23805157039760
34.909160454722702	33.614286565572620	4102.49860841742793
34.909308532661839	33.614176540933009	4121.75916526445781
34.909456610600976	33.614066516293398	4141.01972211148768
34.909604688540114	33.613956491653781	4160.28027895851847
34.909752766479251	33.613846467014170	4179.54083580554834
34.909900844418388	33.613736442374559	4198.80139265257822
34.910048922357525	33.613626417734949	4218.06194949960900
34.910197000296662	33.613516393095338	4237.32250634663887
34.910278223464395	33.613332903789797	4256.58306319366875
34.910347227684234	33.613142270638996	4275.84362004069953
34.910306495835009	33.612937396380374	4295.10417688772941
34.910280012877998	33.612730605095791	4314.36473373475928
34.910282801058067	33.612519875713524	4333.62529058179007
34.910285589238136	33.612309146331256	4352.88584742881994
34.910298897337071	33.612100972404185	4372.14640427584982
34.910363123115737	33.611905167189356	4391.40696112288060
34.910416113332232	33.611705927688362	4410.66751796991048
34.910435929152229	33.611496548029798	4429.92807481694035
34.910455744972218	33.611287168371234	4449.18863166397114
34.910431200906729	33.611083502301199	4468.44918851100101
34.910375633554636	33.610883832055151	4487.70974535803089
34.910320066202537	33.610684161809111	4506.97030220506167
34.910278918296562	33.610479989806471	4526.23085905209155
34.910248233610155	33.610272551182689	4545.49141589912142
34.910217548923754	33.610065112558900	4564.75197274615221
34.910170300810378	33.609863790675028	4584.01252959318208
34.910099139715484	33.609671871563080	4603.27308644021196
34.909987532045669	33.609510434299210	4622.53364328724274
34.909875924375854	33.609348997035333	4641.79420013427261
34.909764316706038	33.609187559771463	4661.05475698130249
34.909742216328432	33.608995918236694	4680.31531382833327
34.909769179427983	33.608787720212305	4699.57587067536315
34.909852247650306	33.608609584252939	4718.83642752239302
34.909960794450221	33.608445100142433	4738.09698436942381
34.910067470453804	33.608280050660284	4757.35754121645368
34.910035119466215	33.608072985958465	4776.61809806348356
34.910048936995139	33.607863504810332	4795.87865491051434
34.910066486481568	33.607653828332658	4815.13921175754422
34.910101539236507	33.607449021362569	4834.39976860457409
34.910160960957512	33.607250993975669	4853.66032545160488
34.910237319378261	33.607069318344131	4872.92088229863475
34.910382886399319	33.606954461049014	4892.18143914566463
34.910490777333209	33.606834286355493	4911.44199599269541
34.910370800164777	33.606681951595078	4930.70255283972529
34.910250822996346	33.606529616834663	4949.96310968675516
34.910130845827922	33.606377282074256	4969.22366653378594
34.910010868659491	33.606224947313841	4988.48422338081582
34.909890891491067	33.606072612553426	5007.74478022784569
34.909824437603348	33.605881855777710	5027.00533707487648
34.909772280319025	33.605680836097577	5046.26589392190635
34.909720123034695	33.605479816417443	5065.52645076893623
34.909667965750373	33.605278796737316	5084.78700761596701
34.909615808466043	33.605077777057183	5104.04756446299689
34.909658527746558	33.604902458879536	5123.30812131002676
34.909776137343364	33.604747428047382	5142.56867815705755
34.909893746940170	33.604592397215235	5161.82923500408742
34.909969098687533	33.604405107690930	5181.08979185111730
34.910033243204893	33.604209262819211	5200.35034869814808
34.910097387722253	33.604013417947492	5219.61090554517796
34.910161532239613	33.603817573075773	5238.87146239220783
34.910225676756973	33.603621728204054	5258.13201923923862
34.910289821274333	33.603425883332335	5277.39257608626849
34.910353965791693	33.603230038460616	5296.65313293329837
34.910418110309045	33.603034193588904	5315.91368978032915
34.910482254826405	33.602838348717185	5335.17424662735903
34.910546399343765	33.602642503845466	5354.43480347438890
34.910610543861125	33.602446658973747	5373.69536032141968
34.910674688378485	33.602250814102028	5392.95591716844956
34.910738832895845	33.602054969230309	5412.21647401547943
34.910802977413205	33.601859124358590	5431.47703086251022
34.910867121930565	33.601663279486871	5450.73758770954009
34.910931266447918	33.601467434615159	5469.99814455656997
34.910995410965278	33.601271589743440	5489.25870140360075
34.911059555482638	33.601075744871721	5508.51925825063063
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
34.911123699999997	33.600879900000002	5527.77981509766050
